mandt,matnr,ersda,ernam,laeda,aenam,vpsta,pstat,lvorm,mtart,mbrsh,matkl,bismt,meins,bstme,zeinr,zeiar,zeivr,zeifo,aeszn,blatt,blanz,ferth,formt,groes,wrkst,normt,labor,ekwsl,brgew,ntgew,gewei,volum,voleh,behvo,raube,tempb,disst,tragr,stoff,spart,kunnr,eannr,wesch,bwvor,bwscl,saiso,etiar,etifo,entar,ean11,numtp,laeng,breit,hoehe,meabm,prdha,aeklk,cadkz,qmpur,ergew,ergei,ervol,ervoe,gewto,volto,vabme,kzrev,kzkfg,xchpf,vhart,fuelg,stfak,magrv,begru,datab,liqdt,saisj,plgtp,mlgut,extwg,satnr,attyp,kzkup,kznfm,pmata,mstae,mstav,mstde,mstdv,taklv,rbnrm,mhdrz,mhdhb,mhdlp,inhme,inhal,vpreh,etiag,inhbr,cmeth,cuobf,kzumw,kosch,sprof,nrfhg,mfrpn,mfrnr,bmatn,mprof,kzwsm,saity,profl,ihivi,iloos,serlv,kzgvh,xgchp,kzeff,compl,iprkz,rdmhd,przus,mtpos_mara,bflme,matfi,cmrel,bbtyp,sled_bbd,gtin_variant,gennr,rmatp,gds_relevant,weora,hutyp_dflt,pilferable,whstc,whmatgr,hndlcode,hazmat,hutyp,tare_var,maxc,maxc_tol,maxl,maxb,maxh,maxdim_uom,herkl,mfrgr,qqtime,qqtimeuom,qgrp,serial,ps_smartform,logunit,cwqrel,cwqproc,cwqtolgr,adprof,ipmipproduct,allow_pmat_igno,medium,commodity,animal_origin,textile_comp_ind,sgt_csgr,sgt_covsa,sgt_stat,sgt_scope,sgt_rel,fsh_mg_at1,fsh_mg_at2,fsh_mg_at3,fsh_sealv,fsh_seaim,fsh_sc_mid,anp,psm_code,bev1_luleinh,bev1_luldegrp,bev1_nestruccat,dsd_sl_toltyp,dsd_sv_cnt_grp,dsd_vc_group,vso_r_tilt_ind,vso_r_stack_ind,vso_r_bot_ind,vso_r_top_ind,vso_r_stack_no,vso_r_pal_ind,vso_r_pal_ovr_d,vso_r_pal_ovr_w,vso_r_pal_b_ht,vso_r_pal_min_h,vso_r_tol_b_ht,vso_r_no_p_gvh,vso_r_quan_unit,vso_r_kzgvh_ind,packcode,dg_pack_status,mcond,retdelc,loglev_reto,nsnid,adspc_spc,imatn,picnum,bstat,color_atinn,size1_atinn,size2_atinn,color,size1,size2,free_char,care_code,brand_id,fiber_code1,fiber_part1,fiber_code2,fiber_part2,fiber_code3,fiber_part3,fiber_code4,fiber_part4,fiber_code5,fiber_part5,fashgrd,operation_flag,is_deleted,recordstamp
800,H5103775,2014-04-30,I069112,2014-06-04,C5178529,KVB,KVB,,FERT,1,HYBELE01,HYBRIS ELECT. PROD,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H50065185,2014-04-30,C5178529,2014-06-04,C5178529,KVB,KVB,,FERT,1,HYBELE01,HYBRIS ELECT. PROD,PC,,,,,,,,000,,,,,,,,0.200000000,0.200000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H50065186,2014-04-30,C5178529,2014-06-04,C5178529,KVB,KVB,,FERT,1,HYBELE01,HYBRIS ELECT. PROD,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H50065222,2014-06-30,C5178529,2014-06-30,C5178529,KVLBZX,KVLB,,FERT,1,HYBELE01,HYBRIS ELECT. PROD,PC,,,,,,,,000,,,,,,,,0.200000000,0.200000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H637227,2014-05-09,I069112,2015-08-27,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H693923,2014-05-09,I069112,2014-11-17,C5213966,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1101690,2014-05-09,I069112,2015-08-27,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1128762,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1128763,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1221408,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1221409,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1221411,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1221417,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1249191,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1249198,2014-05-09,I069112,2015-09-01,C5208124,KVBZXED,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1249200,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1399957,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1399958,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1399966,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1399984,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1399988,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1408366,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1664617,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1666884,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1669869,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1670353,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1670354,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1670355,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1670427,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1670428,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1670429,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1670430,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1670435,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
800,H1670436,2014-05-09,I069112,2015-09-01,C5208124,KVBEDZX,KVBED,,FERT,1,HYBPWT01,HYBRIS-B2BPWR,PC,,,,,,,,000,,,,,,,,1.000000000,1.000000000,KG,,,,,,,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:39.223384+00:00
