mandt,matnr,spras,maktx,maktg,operation_flag,is_deleted,recordstamp
800,T-XS,P,Bomba (administração ordens automática),BOMBA (ADMINISTRAÇÃO ORDENS AUTOMÁTICA),I,False,2021-03-31 02:55:29.548856+00:00
800,T-DOCU,P,Bomba (administração ordens automática),BOMBA (ADMINISTRAÇÃO ORDENS AUTOMÁTICA),I,False,2021-03-31 02:55:29.548856+00:00
800,P-110,P,Bomba (administração ordens automática),BOMBA (ADMINISTRAÇÃO ORDENS AUTOMÁTICA),I,False,2021-03-31 02:55:29.548856+00:00
800,T-A,P,Bomba (administração ordens automática),BOMBA (ADMINISTRAÇÃO ORDENS AUTOMÁTICA),I,False,2021-03-31 02:55:29.548856+00:00
800,P-121,P,Bomba (EWM disponibilização de material),BOMBA (EWM DISPONIBILIZAÇÃO DE MATERIAL),I,False,2021-03-31 02:55:29.548856+00:00
800,P-501,P,Bomba (lista técnica ordem configurável),BOMBA (LISTA TÉCNICA ORDEM CONFIGURÁVEL),I,False,2021-03-31 02:55:29.548856+00:00
800,T-SEL,P,Bomba (seleção plano e listas técnicas),BOMBA (SELEÇÃO PLANO E LISTAS TÉCNICAS),I,False,2021-03-31 02:55:29.548856+00:00
800,T-IR,P,Caixa (registros info preços de escalão),CAIXA (REGISTROS INFO PREÇOS DE ESCALÃO),I,False,2021-03-31 02:55:29.548856+00:00
800,HT-S2011006,P,Cartão de mídia JB 22-em-1 3.5 Rdr w/139,CARTÃO DE MÍDIA JB 22-EM-1 3.5 RDR W/139,I,False,2021-03-31 02:55:29.548856+00:00
800,HT-S2011971,P,Configuração disponível Energy Star 5.0,CONFIGURAÇÃO DISPONÍVEL ENERGY STAR 5.0,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC2,P,Desktop PC2 / conjunto ordem de produção,DESKTOP PC2 / CONJUNTO ORDEM DE PRODUÇÃO,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC4,P,Desktop PC4/explosão lista técn.em ordem,DESKTOP PC4/EXPLOSÃO LISTA TÉCN.EM ORDEM,I,False,2021-03-31 02:55:29.548856+00:00
800,PM-9997,P,Disposit.fixação especial adic.p/árvore,DISPOSIT.FIXAÇÃO ESPECIAL ADIC.P/ÁRVORE,I,False,2021-03-31 02:55:29.548856+00:00
800,T-SUB,P,Eletrônica acionamento (subcontratação),ELETRÔNICA ACIONAMENTO (SUBCONTRATAÇÃO),I,False,2021-03-31 02:55:29.548856+00:00
800,1300-111,R,HD Двигатель 1575 см3 / 59 квт,HD ДВИГАТЕЛЬ 1575 CM3 / 59 КВТ,I,False,2021-03-31 02:55:29.548856+00:00
800,H4-LAMP-HB,S,Lampara halógena (luz larga) p.automóvil,LAMPARA HALÓGENA (LUZ LARGA) P.AUTOMÓVIL,I,False,2021-03-31 02:55:29.548856+00:00
800,E-1316A,P,Luz de cabina: iluminação total teto FL1,LUZ DE CABINA: ILUMINAÇÃO TOTAL TETO FL1,I,False,2021-03-31 02:55:29.548856+00:00
800,E-1316B,P,Luz de cabina: iluminação total teto FL2,LUZ DE CABINA: ILUMINAÇÃO TOTAL TETO FL2,I,False,2021-03-31 02:55:29.548856+00:00
800,E-1316C,P,Luz de cabina: iluminação total teto FL3,LUZ DE CABINA: ILUMINAÇÃO TOTAL TETO FL3,I,False,2021-03-31 02:55:29.548856+00:00
800,H4-LAMPE-HB,P,Lâmpada halogênio (médios) p/aut.(mil.),LÂMPADA HALOGÊNIO (MÉDIOS) P/AUT.(MIL.),I,False,2021-03-31 02:55:29.548856+00:00
800,PM-9000,P,Manual usuário máquina embalar / alemão,MANUAL USUÁRIO MÁQUINA EMBALAR / ALEMÃO,I,False,2021-03-31 02:55:29.548856+00:00
800,PM-9001,P,Manual usuário máquina embalar / inglês,MANUAL USUÁRIO MÁQUINA EMBALAR / INGLÊS,I,False,2021-03-31 02:55:29.548856+00:00
800,S-FG301-ASY,P,Peça em bruto p/caix.espiral aço fundido,PEÇA EM BRUTO P/CAIX.ESPIRAL AÇO FUNDIDO,I,False,2021-03-31 02:55:29.548856+00:00
800,S-FG300-DIE,P,Peça em bruto p/caix.espiral aço fundido,PEÇA EM BRUTO P/CAIX.ESPIRAL AÇO FUNDIDO,I,False,2021-03-31 02:55:29.548856+00:00
800,ML-110,P,Peça em bruto p/caix.espiral aço fundido,PEÇA EM BRUTO P/CAIX.ESPIRAL AÇO FUNDIDO,I,False,2021-03-31 02:55:29.548856+00:00
800,S-FG300-ASY,P,Peça em bruto p/caix.espiral aço fundido,PEÇA EM BRUTO P/CAIX.ESPIRAL AÇO FUNDIDO,I,False,2021-03-31 02:55:29.548856+00:00
800,101-110,P,Peça em bruto p/caix.espiral aço fundido,PEÇA EM BRUTO P/CAIX.ESPIRAL AÇO FUNDIDO,I,False,2021-03-31 02:55:29.548856+00:00
800,ML-410,P,Peça em bruto p/cobert.press.aço fundido,PEÇA EM BRUTO P/COBERT.PRESS.AÇO FUNDIDO,I,False,2021-03-31 02:55:29.548856+00:00
800,101-410,P,Peça em bruto p/cobert.press.aço fundido,PEÇA EM BRUTO P/COBERT.PRESS.AÇO FUNDIDO,I,False,2021-03-31 02:55:29.548856+00:00
800,103-110,P,Peça em bruto p/caixa espiral aço crom.,PEÇA EM BRUTO PARA CAIXA ESPIRAL AÇO CR.,I,False,2021-03-31 02:55:29.548856+00:00
800,400-220,P,Peça em bruto reforçada para roda móvel,PEÇA EM BRUTO REFORÇADA PARA RODA MÓVEL,I,False,2021-03-31 02:55:29.548856+00:00
800,000000000000001870,P,"Tambor, cabeça firme, 55 galões, aço 15","TAMBOR, CABEÇA FIRME, 55 GALÕES, AÇO 15",I,False,2021-03-31 02:55:29.548856+00:00
800,SCE_KEYB_SCR_M,P,Teclado e paginação One-Touch Multimedia,TECLADO E PAGINAÇÃO ONE-TOUCH MULTIMEDIA,I,False,2021-03-31 02:55:29.548856+00:00
800,IAD-400010,S,Tubo de aspiración para bomba hidráulica,TUBO DE ASPIRACIÓN PARA BOMBA HIDRÁULICA,I,False,2021-03-31 02:55:29.548856+00:00
800,PK-000,S,Un.manipulación de picking/Inter.almacén,UN.MANIPULACIÓN DE PICKING/INTER.ALMACÉN,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B702,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B722,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B711,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B701,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B713,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B728,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B723,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B716,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B726,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B721,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B725,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B700,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B714,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B706,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B730,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B715,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B705,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B720,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B710,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,R-1240,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B703,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B719,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B717,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B729,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B708,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,BM-1240,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B724,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B709,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B707,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B727,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B712,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B718,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-B704,P,Unidade de refrigeração para processador,UNIDADE DE REFRIGERAÇÃO PARA PROCESSADOR,I,False,2021-03-31 02:55:29.548856+00:00
800,T-ORG3,P,Árvor.(AL/EL paral.peça obsoleta princ.),ÁRVOR.(AL/EL PARAL.PEÇA OBSOLETA PRINC.),I,False,2021-03-31 02:55:29.548856+00:00
800,IAD-108050,R,Амортизатор instl-shock (Boing),АМОРТИЗАТОР INSTL-SHOCK (BOING),I,False,2021-03-31 02:55:29.548856+00:00
800,GTS-1400-700,R,Бензобак Deluxe – красный,БЕНЗОБАК DELUXE – КРАСНЫЙ,I,False,2021-03-31 02:55:29.548856+00:00
800,E-1518,R,Блок управления/110В 50Гц,БЛОК УПРАВЛЕНИЯ/110В 50ГЦ,I,False,2021-03-31 02:55:29.548856+00:00
800,E-1517,R,Блок управления/220В 50Гц,БЛОК УПРАВЛЕНИЯ/220В 50ГЦ,I,False,2021-03-31 02:55:29.548856+00:00
800,PM-1311,R,Вал (фиктивный профиль),ВАЛ (ФИКТИВНЫЙ ПРОФИЛЬ),I,False,2021-03-31 02:55:29.548856+00:00
800,DPC9018,R,Главная плата 7 уровней,ГЛАВНАЯ ПЛАТА 7-УРОВНЕЙ,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC1018,R,Главная плата 7 уровней,ГЛАВНАЯ ПЛАТА 7-УРОВНЕЙ,I,False,2021-03-31 02:55:29.548856+00:00
800,V12,R,Головка блока цилиндра,ГОЛОВКА БЛОКА ЦИЛИНДРА,I,False,2021-03-31 02:55:29.548856+00:00
800,V10,R,Головка блока цилиндра,ГОЛОВКА БЛОКА ЦИЛИНДРА,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC9002,R,Жесткий диск 1 GB / Fast-SCSI-2,ЖЕСТКИЙ ДИСК 1 GB / FAST-SCSI-2,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC1097,R,Жесткий диск 120 ГБайт SRM,ЖЕСТКИЙ ДИСК 120 ГБАЙТ SRM,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC1098,R,Жесткий диск 150 ГБайт SRM,ЖЕСТКИЙ ДИСК 150 ГБАЙТ SRM,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC9003,R,Жесткий диск 2 GB / Fast-SCSI-2,ЖЕСТКИЙ ДИСК 2 GB / FAST-SCSI-2,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC1090-200,R,Жесткий диск 200 ГБайт SRM,ЖЕСТКИЙ ДИСК 200 ГБАЙТ SRM,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC1090-300,R,Жесткий диск 300 ГБайт SRM,ЖЕСТКИЙ ДИСК 300 ГБАЙТ SRM,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC1090-500,R,Жесткий диск 500 ГБайт SRM,ЖЕСТКИЙ ДИСК 500 ГБАЙТ SRM,I,False,2021-03-31 02:55:29.548856+00:00
800,DPC1090-600,R,Жесткий диск 600 ГБайт SRM,ЖЕСТКИЙ ДИСК 600 ГБАЙТ SRM,I,False,2021-03-31 02:55:29.548856+00:00
800,40-200R,R,Kолба A 40/33x128  красная EMG,КОЛБА A 40/33X128  КРАСНАЯ EMG,I,False,2021-03-31 02:55:29.548856+00:00
800,40-200F,R,Kолба A 40/33x128  матовая EMG,КОЛБА A 40/33X128  МАТОВАЯ EMG,I,False,2021-03-31 02:55:29.548856+00:00
800,YY-200F,R,Kолба A 40/33x128  матовая EMG,КОЛБА A 40/33X128  МАТОВАЯ EMG,I,False,2021-03-31 02:55:29.548856+00:00
800,60-200R,R,Колба A 60/33x128  красная EMG,КОЛБА A 60/33X128  КРАСНАЯ EMG,I,False,2021-03-31 02:55:29.548856+00:00
800,60-200F,R,Колба A 60/33x128  матовая EMG,КОЛБА A 60/33X128  МАТОВАЯ EMG,I,False,2021-03-31 02:55:29.548856+00:00
800,80-200R,R,Колба A 80/33x128  красная EMG,КОЛБА A 80/33X128  КРАСНАЯ EMG,I,False,2021-03-31 02:55:29.548856+00:00
800,80-200F,R,Колба A 80/33x128  матовая EMG,КОЛБА A 80/33X128  МАТОВАЯ EMG,I,False,2021-03-31 02:55:29.548856+00:00
800,T-22230,R,"Компрессор, уплотнение","КОМПРЕССОР, УПЛОТНЕНИЕ",I,False,2021-03-31 02:55:29.548856+00:00
800,IAD-108044,R,"Корпус instl-Klammer, спереди","КОРПУС INSTL-KLAMMER, СПЕРЕДИ",I,False,2021-03-31 02:55:29.548856+00:00
800,GH-1000,R,Корпус коробки передач,КОРПУС КОРОБКИ ПЕРЕДАЧ,I,False,2021-03-31 02:55:29.548856+00:00
800,AM2-270,R,КРАСКА МЕТАЛЛИК ЧЕРНАЯ,КРАСКА МЕТАЛЛИК ЧЕРНАЯ,I,False,2021-03-31 02:55:29.548856+00:00
800,AM3-270,R,Краска металлик черная,КРАСКА МЕТАЛЛИК ЧЕРНАЯ,I,False,2021-03-31 02:55:29.548856+00:00
800,60-100Y,R,Лампа 220/35В   60 Вт желтая,ЛАМПА 220/35В   60 ВТ ЖЕЛТАЯ,I,False,2021-03-31 02:55:29.548856+00:00
800,80-100Y,R,Лампа 220/35В   80 Вт желтая,ЛАМПА 220/35В   80 ВТ ЖЕЛТАЯ,I,False,2021-03-31 02:55:29.548856+00:00
800,GG-TAP-001,R,Лента англ. для UNIX и ORACLE,ЛЕНТА АНГЛ. ДЛЯ UNIX И ORACLE,I,False,2021-03-31 02:55:29.548856+00:00
800,R-4001,R,Материанская плата CPU-4001,МАТЕРИНСКАЯ ПЛАТА CPU-4001,I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ110,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ116,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ103,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ100,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ104,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ111,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ119,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ118,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ115,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ121,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ129,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ124,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ125,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ113,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ120,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ114,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ112,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ117,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ122,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ128,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ127,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ101,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ130,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ126,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ108,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ199,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ102,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ105,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,DPC2000,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ109,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ106,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ107,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ123,R,"Монитор Paq 17"" модель Galant","МОНИТОР PAQ 17"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ213,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ200,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ228,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ225,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ201,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ203,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ226,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ208,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ216,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ299,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ211,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ215,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ209,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ204,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ223,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ206,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ202,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ222,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ214,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ221,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ218,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ230,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ224,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ210,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ217,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ212,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ227,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ229,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ220,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ207,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ219,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-AQ205,R,"Монитор Paq 21"" модель Galant","МОНИТОР PAQ 21"" МОДЕЛЬ GALANT",I,False,2021-03-31 02:55:29.548856+00:00
800,T-SN,R,Насос (серийные номера),НАСОС (СЕРИЙНЫЕ НОМЕРА),I,False,2021-03-31 02:55:29.548856+00:00
