mandt,spras,matkl,wgbez,wgbez60,operation_flag,is_deleted,recordstamp
800,4,007EXQ,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,H,007EXQ,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,C,007EXQ,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,T,007EXQ,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,N,007EXQ,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,6,007EXQ,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,G,007EXQ,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,L,007EXQ,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,I,007EXQ,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,D,007EXQ,Dienstleistungen (ex,Dienstleistungen (externe Bedarfe),I,False,2021-03-31 05:00:41.416210+00:00
800,R,007EXQ,Услуги (внешние),Услуги (внешние требования),I,False,2021-03-31 05:00:41.416210+00:00
800,E,007EXQ,Services (EXTRWQ),Services (external requirements via ExtReqTransfer),I,False,2021-03-31 05:00:41.416210+00:00
800,1,007EXT,服务（外部）,服务（外部需求）,I,False,2021-03-31 05:00:41.416210+00:00
800,3,007EXT,Services (External),서비스(외부 요청),I,False,2021-03-31 05:00:41.416210+00:00
800,F,007EXT,Services (externes),Services (demandes externes),I,False,2021-03-31 05:00:41.416210+00:00
800,J,007EXT,Services (External),サービス (外部所要量),I,False,2021-03-31 05:00:41.416210+00:00
800,S,007EXT,Servicios (externos),Servicios (requisitos externos),I,False,2021-03-31 05:00:41.416210+00:00
800,P,007EXT,Serviços (Externo),Serviços (requisitos externos),I,False,2021-03-31 05:00:41.416210+00:00
800,V,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,L,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,E,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,I,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,N,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,C,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,O,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,6,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,G,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,T,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,H,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,4,007EXT,Services (External),Services (external requirements),I,False,2021-03-31 05:00:41.416210+00:00
800,D,007EXT,Dienstleistungen Ext,Dienstleistungen (externe Anforderungen),I,False,2021-03-31 05:00:41.416210+00:00
800,R,007EXT,Services (External),Услуги (внешние требования),I,False,2021-03-31 05:00:41.416210+00:00
800,1,OA_SRV,OAOM 服务,外部服务,I,False,2021-03-31 05:00:41.416210+00:00
800,D,OA_SRV,OAOM-Services,Externer Service,I,False,2021-03-31 05:00:41.416210+00:00
800,S,OA_SRV,Servicios OAOM,Servicio externo,I,False,2021-03-31 05:00:41.416210+00:00
800,P,OA_SRV,Serviços OAOM,Serviço externo,I,False,2021-03-31 05:00:41.416210+00:00
800,E,OA_SRV,OAOM Services,External Services,I,False,2021-03-31 05:00:41.416210+00:00
800,3,OA_SRV,OAOM Services,External Services,I,False,2021-03-31 05:00:41.416210+00:00
800,F,OA_SRV,Oaom services,Services externes,I,False,2021-03-31 05:00:41.416210+00:00
800,J,OA_SRV,OAOM サービス,外部サービス,I,False,2021-03-31 05:00:41.416210+00:00
800,R,OA_SRV,Услуги OAOM,Внешние услуги,I,False,2021-03-31 05:00:41.416210+00:00
800,1,SP_TRR,可修复,维修物料移动的库存项目（铁路）的理念。,I,False,2021-03-31 05:00:41.416210+00:00
800,6,SP_TRR,Repairable,Repairable materials for rolling stock (IDES Railway Proj.),I,False,2021-03-31 05:00:41.416210+00:00
800,4,SP_TRR,Repairable,Repairable materials for rolling stock (IDES Railway Proj.),I,False,2021-03-31 05:00:41.416210+00:00
800,5,SP_TRR,Repairable,Repairable materials for rolling stock (IDES Railway Proj.),I,False,2021-03-31 05:00:41.416210+00:00
800,G,SP_TRR,Repairable,Repairable materials for rolling stock (IDES Railway Proj.),I,False,2021-03-31 05:00:41.416210+00:00
800,3,SP_TRR,Repairable,Repairable materials for rolling stock (IDES Railway Proj.),I,False,2021-03-31 05:00:41.416210+00:00
800,W,SP_TRR,Repairable,Repairable materials for rolling stock (IDES Railway Proj.),I,False,2021-03-31 05:00:41.416210+00:00
800,d,SP_TRR,Repairable,Repairable materials for rolling stock (IDES Railway Proj.),I,False,2021-03-31 05:00:41.416210+00:00
800,E,SP_TRR,Repairable,Repairable materials for rolling stock (IDES Railway Proj.),I,False,2021-03-31 05:00:41.416210+00:00
800,W,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,2,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,H,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,L,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,C,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,6,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,4,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,Q,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,G,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,5,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,M,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,V,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,O,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,N,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,I,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,K,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,U,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,d,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,E,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,T,0020010,Laptop Systems,Laptop Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,D,0020010,Laptop-Systeme,Laptop-Systeme,I,False,2021-03-31 05:00:41.416210+00:00
800,R,0020010,Ноутбуки,Ноутбуки,I,False,2021-03-31 05:00:41.416210+00:00
800,3,0020010,랩톱 시스템,랩톱 시스템,I,False,2021-03-31 05:00:41.416210+00:00
800,P,0020010,Sistemas de laptop,Sistemas de laptop,I,False,2021-03-31 05:00:41.416210+00:00
800,1,0020010,笔记本电脑系统,笔记本电脑系统,I,False,2021-03-31 05:00:41.416210+00:00
800,J,0020010,ラップトップシステム,ラップトップシステム,I,False,2021-03-31 05:00:41.416210+00:00
800,S,0020010,Sistemas de ordenado,Sistemas de ordenador portátil,I,False,2021-03-31 05:00:41.416210+00:00
800,F,0020010,Systèmes d'ordinateu,Systèmes d'ordinateur portable,I,False,2021-03-31 05:00:41.416210+00:00
800,O,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,6,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,E,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,C,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,d,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,H,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,T,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,M,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,V,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,N,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,U,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,2,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,5,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,4,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,G,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,K,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,W,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,L,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,I,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,Q,0020020,Classic PC Systems,Classic PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,3,0020020,기본 PC 시스템,기본 PC 시스템,I,False,2021-03-31 05:00:41.416210+00:00
800,D,0020020,Klassische PC-System,Klassische PC-Systeme,I,False,2021-03-31 05:00:41.416210+00:00
800,J,0020020,標準 PC システム,標準 PC システム,I,False,2021-03-31 05:00:41.416210+00:00
800,F,0020020,Systèmes PC classiqu,Systèmes PC classiques,I,False,2021-03-31 05:00:41.416210+00:00
800,S,0020020,Sistemas de PC clási,Sistemas de PC clásicos,I,False,2021-03-31 05:00:41.416210+00:00
800,1,0020020,传统个人电脑系统,传统个人电脑系统,I,False,2021-03-31 05:00:41.416210+00:00
800,P,0020020,Sistemas clássicos d,Sistemas clássicos de PC,I,False,2021-03-31 05:00:41.416210+00:00
800,R,0020020,Стандартные ПК,Стандартные ПК,I,False,2021-03-31 05:00:41.416210+00:00
800,5,0021501,Desktop PC Systems,Desktop PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,E,0021501,Desktop PC Systems,Desktop PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,d,0021501,Desktop PC Systems,Desktop PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,6,0021501,Desktop PC Systems,Desktop PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,G,0021501,Desktop PC Systems,Desktop PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,R,0021501,Desktop PC Systems,Desktop PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,W,0021501,Desktop PC Systems,Desktop PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,0021501,Desktop PC Systems,Desktop PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,4,0021501,Desktop PC Systems,Desktop PC Systems,I,False,2021-03-31 05:00:41.416210+00:00
800,D,0021501,Desktop-PC-Systeme,Desktop-PC-Systeme,I,False,2021-03-31 05:00:41.416210+00:00
800,S,0021501,Sist. PC escritorio,Sist. PC escritorio,I,False,2021-03-31 05:00:41.416210+00:00
800,P,0021501,Sistemas PC desktop,Sistemas PC desktop,I,False,2021-03-31 05:00:41.416210+00:00
800,F,0021501,Systèmes PC bureau,Systèmes PC bureau,I,False,2021-03-31 05:00:41.416210+00:00
800,J,0021501,デスクトップ PC,デスクトップ PC,I,False,2021-03-31 05:00:41.416210+00:00
800,1,0021501,台式个人电脑系统,台式个人电脑系统,I,False,2021-03-31 05:00:41.416210+00:00
800,3,0021501,데스크톱 PC 시스템,데스크톱 PC 시스템,I,False,2021-03-31 05:00:41.416210+00:00
800,D,0070101,Beratungsappl.,Beratungsappl.,I,False,2021-03-31 05:00:41.416210+00:00
800,F,0070101,Appl Consultation,Appl Consultation,I,False,2021-03-31 05:00:41.416210+00:00
800,1,0070101,咨询应用程序,咨询应用程序,I,False,2021-03-31 05:00:41.416210+00:00
800,S,0070101,Aplic. consultoría,Aplic. consultoría,I,False,2021-03-31 05:00:41.416210+00:00
800,P,0070101,Aplicação consulta,Aplicação consulta,I,False,2021-03-31 05:00:41.416210+00:00
800,3,0070101,컨설팅 어플리케이션,컨설팅 어플리케이션,I,False,2021-03-31 05:00:41.416210+00:00
800,W,0070101,Consultation Appl,Consultation Application Software,I,False,2021-03-31 05:00:41.416210+00:00
800,d,0070101,Consultation Appl,Consultation Application Software,I,False,2021-03-31 05:00:41.416210+00:00
800,E,0070101,Consultation Appl,Consultation Application Software,I,False,2021-03-31 05:00:41.416210+00:00
800,4,0070101,Consultation Appl,Consultation Application Software,I,False,2021-03-31 05:00:41.416210+00:00
800,6,0070101,Consultation Appl,Consultation Application Software,I,False,2021-03-31 05:00:41.416210+00:00
800,5,0070101,Consultation Appl,Consultation Application Software,I,False,2021-03-31 05:00:41.416210+00:00
800,G,0070101,Consultation Appl,Consultation Application Software,I,False,2021-03-31 05:00:41.416210+00:00
800,J,0070101,コンサルテーションアプリ,コンサルテーションアプリ,I,False,2021-03-31 05:00:41.416210+00:00
800,1,BOTTLES,洗涤剂瓶,瓶洗衣精,I,False,2021-03-31 05:00:41.416210+00:00
800,Z,BOTTLES,Detergent Bottles,Laundry Detergent Bottles,I,False,2021-03-31 05:00:41.416210+00:00
800,5,BOTTLES,Detergent Bottles,Laundry Detergent Bottles,I,False,2021-03-31 05:00:41.416210+00:00
800,E,BOTTLES,Detergent Bottles,Laundry Detergent Bottles,I,False,2021-03-31 05:00:41.416210+00:00
800,d,BOTTLES,Detergent Bottles,Laundry Detergent Bottles,I,False,2021-03-31 05:00:41.416210+00:00
800,G,BOTTLES,Detergent Bottles,Laundry Detergent Bottles,I,False,2021-03-31 05:00:41.416210+00:00
800,W,BOTTLES,Detergent Bottles,Laundry Detergent Bottles,I,False,2021-03-31 05:00:41.416210+00:00
800,4,BOTTLES,Detergent Bottles,Laundry Detergent Bottles,I,False,2021-03-31 05:00:41.416210+00:00
800,3,BOTTLES,Detergent Bottles,Laundry Detergent Bottles,I,False,2021-03-31 05:00:41.416210+00:00
800,6,BOTTLES,Detergent Bottles,Laundry Detergent Bottles,I,False,2021-03-31 05:00:41.416210+00:00
800,S,BOTTLES,Detergent Bottles,Botellas de detergente para ropa,I,False,2021-03-31 05:00:41.416210+00:00
800,F,BOTTLES,Lessive ; bouteilles,Détergents de lessive bouteilles,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZCHEM01,Aditivos,Aditivos,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZCHEM01,添加剂,Addidtives,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZCHEM01,Addidtives,Addidtives,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZCHEM01,Addidtives,Addidtives,I,False,2021-03-31 05:00:41.416210+00:00
800,J,ZCHEM02,触媒,触媒,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZCHEM02,Catalyst,Catalyst,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZCHEM02,催化剂,催化剂,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZCHEM02,Catalyseur,Catalyseur,I,False,2021-03-31 05:00:41.416210+00:00
800,P,ZCHEM02,Catalisador,Catalisador,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZCHEM02,Catalizador,Catalizador,I,False,2021-03-31 05:00:41.416210+00:00
800,D,ZCHEM02,Katalysator,Katalysator,I,False,2021-03-31 05:00:41.416210+00:00
800,R,ZCHEM02,Катализатор,Катализатор,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZCHEM03,矿产,小米功能,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZCHEM03,Funtional Mineral,Funtional Mineral,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZCHEM03,Mineral funcional,Mineral funcional,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZCHEM03,Mineral fonctionnell,Mineral fonctionnelle,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZCHEM04,工业,消费品行业和 Specialities,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZCHEM04,Industrial and consu,Industrial and consumer Specialities,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZCHEM04,Industrial and consu,Industrial and Consumer spécialités,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZCHEM05,石油与采矿服务,油和采矿服务,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZCHEM05,Oil & mining Service,Oil & mining Services,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZCHEM05,Oil & mining de serv,Oil & Data Mining Services,I,False,2021-03-31 05:00:41.416210+00:00
800,J,ZCHEM06,顔料,顔料,I,False,2021-03-31 05:00:41.416210+00:00
800,D,ZCHEM06,Pigmente,Pigmente,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZCHEM06,Pigments,Pigments,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZCHEM06,Pigments,Pigments,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZCHEM06,颜料,Pigments,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZCHEM06,Pigmentos,Pigmentos,I,False,2021-03-31 05:00:41.416210+00:00
800,P,ZCHEM06,Pigmentos,Pigmentos,I,False,2021-03-31 05:00:41.416210+00:00
800,R,ZCHEM06,Пигменты,Пигменты,I,False,2021-03-31 05:00:41.416210+00:00
800,1,ZHYBRIS,足球,足球,I,False,2021-03-31 05:00:41.416210+00:00
800,P,ZHYBRIS,Futebol,Futebol,I,False,2021-03-31 05:00:41.416210+00:00
800,S,ZHYBRIS,Fútbol,Fútbol,I,False,2021-03-31 05:00:41.416210+00:00
800,F,ZHYBRIS,Football,Football,I,False,2021-03-31 05:00:41.416210+00:00
800,J,ZHYBRIS,Football,Football,I,False,2021-03-31 05:00:41.416210+00:00
800,R,ZHYBRIS,Football,Football,I,False,2021-03-31 05:00:41.416210+00:00
800,E,ZHYBRIS,Football,Football,I,False,2021-03-31 05:00:41.416210+00:00
800,D,ZHYBRIS,Fussball,Fussball,I,False,2021-03-31 05:00:41.416210+00:00
800,D,07_01_02,Laptop,Laptop,I,False,2021-03-31 05:00:41.416210+00:00
800,S,07_01_02,Portátil,Notebook,I,False,2021-03-31 05:00:41.416210+00:00
800,E,07_01_02,Notebook,Notebook,I,False,2021-03-31 05:00:41.416210+00:00
800,F,07_01_02,Notebook,Notebook,I,False,2021-03-31 05:00:41.416210+00:00
800,P,07_01_02,Notebook,Notebook,I,False,2021-03-31 05:00:41.416210+00:00
800,R,07_01_02,Ноутбук,Блокнот,I,False,2021-03-31 05:00:41.416210+00:00
800,1,07_01_02,笔记本,笔记本电脑,I,False,2021-03-31 05:00:41.416210+00:00
800,J,07_01_02,ノートブック,ノートブック,I,False,2021-03-31 05:00:41.416210+00:00
800,P,07_01_03,Monitor,Monitor,I,False,2021-03-31 05:00:41.416210+00:00
800,S,07_01_03,Monitor,Monitor,I,False,2021-03-31 05:00:41.416210+00:00
800,D,07_01_03,Bildschirm,Monitor,I,False,2021-03-31 05:00:41.416210+00:00
800,E,07_01_03,Monitor,Monitor,I,False,2021-03-31 05:00:41.416210+00:00
800,F,07_01_03,Ecran,Moniteur,I,False,2021-03-31 05:00:41.416210+00:00
800,1,07_01_03,监控,监控器,I,False,2021-03-31 05:00:41.416210+00:00
800,R,07_01_03,Экран,Экран,I,False,2021-03-31 05:00:41.416210+00:00
800,J,07_01_03,モニタ,モニター,I,False,2021-03-31 05:00:41.416210+00:00
800,S,07_01_04,PC,PC,I,False,2021-03-31 05:00:41.416210+00:00
800,D,07_01_04,PC,PC,I,False,2021-03-31 05:00:41.416210+00:00
800,E,07_01_04,PC,PC,I,False,2021-03-31 05:00:41.416210+00:00
800,J,07_01_04,PC,PC,I,False,2021-03-31 05:00:41.416210+00:00
800,P,07_01_04,PC,PC,I,False,2021-03-31 05:00:41.416210+00:00
800,1,07_01_04,组 001,PC,I,False,2021-03-31 05:00:41.416210+00:00
800,F,07_01_04,PC,PE,I,False,2021-03-31 05:00:41.416210+00:00
800,R,07_01_04,УУ,УУ,I,False,2021-03-31 05:00:41.416210+00:00
800,F,07_01_05,Tablets,Tablets,I,False,2021-03-31 05:00:41.416210+00:00
800,P,07_01_05,Tablets,Tablets,I,False,2021-03-31 05:00:41.416210+00:00
800,J,07_01_05,タブレット,Tablets,I,False,2021-03-31 05:00:41.416210+00:00
800,1,07_01_05,平板电脑,Tablets,I,False,2021-03-31 05:00:41.416210+00:00
800,S,07_01_05,Tablets,Tablets,I,False,2021-03-31 05:00:41.416210+00:00
800,R,07_01_05,Tablets,Tablets,I,False,2021-03-31 05:00:41.416210+00:00
800,E,07_01_05,Tablets,Tablets,I,False,2021-03-31 05:00:41.416210+00:00
800,D,07_01_05,Tabletten,Tabletten,I,False,2021-03-31 05:00:41.416210+00:00
800,1,07_01_06,配件,配件,I,False,2021-03-31 05:00:41.416210+00:00
800,F,07_01_06,Accessoires,Accessoires,I,False,2021-03-31 05:00:41.416210+00:00
800,E,07_01_06,Accessories,Accessories,I,False,2021-03-31 05:00:41.416210+00:00
800,P,07_01_06,Acessórios,Acessórios,I,False,2021-03-31 05:00:41.416210+00:00
800,1,07_01_07,手机,电话,I,False,2021-03-31 05:00:41.416210+00:00
800,J,07_01_07,電話,電話,I,False,2021-03-31 05:00:41.416210+00:00
800,D,07_01_07,Telefon,Telefon,I,False,2021-03-31 05:00:41.416210+00:00
800,P,07_01_07,Telefone,Telefone,I,False,2021-03-31 05:00:41.416210+00:00
800,E,07_01_07,Telephone,Telephone,I,False,2021-03-31 05:00:41.416210+00:00
800,S,07_01_07,Teléfono,Teléfono,I,False,2021-03-31 05:00:41.416210+00:00
800,F,07_01_07,Téléphone,Téléphone,I,False,2021-03-31 05:00:41.416210+00:00
800,R,07_01_07,Телефон,Телефон,I,False,2021-03-31 05:00:41.416210+00:00
800,1,07_01_08,软件,软件,I,False,2021-03-31 05:00:41.416210+00:00
800,F,07_01_08,Logiciel,Logiciel,I,False,2021-03-31 05:00:41.416210+00:00
800,P,07_01_08,Software,Software,I,False,2021-03-31 05:00:41.416210+00:00
800,D,07_01_08,Software,Software,I,False,2021-03-31 05:00:41.416210+00:00
800,S,07_01_08,Software,Software,I,False,2021-03-31 05:00:41.416210+00:00
800,E,07_01_08,Software,Software,I,False,2021-03-31 05:00:41.416210+00:00
800,J,07_01_08,ソフトウェア,ソフトウェア,I,False,2021-03-31 05:00:41.416210+00:00
800,R,07_01_08,Программное обеспече,Программное обеспече,I,False,2021-03-31 05:00:41.416210+00:00
800,1,10000000,植物与动物,物料和生产工厂和动物附件及用品,I,False,2021-03-31 05:00:41.416210+00:00
800,S,10000000,Plantas y animales,"Plantas, material animal, accesorios y suministros",I,False,2021-03-31 05:00:41.416210+00:00
800,E,10000000,Live Plant and Anima,Live Plant and Animal Material and Accessories and Supplies,I,False,2021-03-31 05:00:41.416210+00:00
800,P,10000000,Plant.e anims. vivos,"Mats., acessórios e suprimentos de plantas e animais vivos",I,False,2021-03-31 05:00:41.416210+00:00
800,F,10000000,Live division et ani,"Articles, accessoires et fournitures pour plantes et animaux",I,False,2021-03-31 05:00:41.416210+00:00
800,1,11000000,矿物与纺织品,纺织、矿产、动物 inedible 物料和工厂,I,False,2021-03-31 05:00:41.416210+00:00
800,P,11000000,Minerais e têxteis,Mats. minerais e têxteis e plantas não comest. e animais,I,False,2021-03-31 05:00:41.416210+00:00
800,E,11000000,Mineral and Textile,Mineral and Textile and Inedible Plant and Animal Materials,I,False,2021-03-31 05:00:41.416210+00:00
800,S,11000000,Minerales y textil,"Minerales, tejidos, plantas no comestibles y material animal",I,False,2021-03-31 05:00:41.416210+00:00
800,F,11000000,Mineral et textile,Minéraux et Textile et Plantes non com. et Articles animaux,I,False,2021-03-31 05:00:41.416210+00:00
800,1,12000000,包含化学品,Bio 化工和化工产品（包括汽油物料,I,False,2021-03-31 05:00:41.416210+00:00
800,E,12000000,Chemicals including,Chemicals including Bio Chemicals and Gas Materials,I,False,2021-03-31 05:00:41.416210+00:00
800,S,12000000,"Prod. químicos, inc.","Químicos, incluidos bioquímicos y materiales gaseosos",I,False,2021-03-31 05:00:41.416210+00:00
800,F,12000000,"Produits chimiques,","Produits chimiques, y compris produits biochimiques et gaz",I,False,2021-03-31 05:00:41.416210+00:00
800,P,12000000,Químicos incluindo,Produtos químicos incluindo bioquímicos e materiais de gás,I,False,2021-03-31 05:00:41.416210+00:00
800,S,13000000,Resina y colofonia y,"Resina, colofonia, caucho, espuma, film y elastómero",I,False,2021-03-31 05:00:41.416210+00:00
800,F,13000000,Résine et rosin et,"Résine, rosin, caoutchouc, mousse, film et élastomère",I,False,2021-03-31 05:00:41.416210+00:00
800,1,13000000,树脂,树脂、橡胶及泡沫 rosin 和电影和 elastomeric 和,I,False,2021-03-31 05:00:41.416210+00:00
800,E,13000000,Resin and Rosin and,Resin and Rosin and Rubber and Foam and Film and Elastomeric,I,False,2021-03-31 05:00:41.416210+00:00
800,P,13000000,Res. e colof.,"Mats. resina e colof., borracha, espuma, filme e elastômeros",I,False,2021-03-31 05:00:41.416210+00:00
800,1,14000000,纸质材料和,白皮书的材料和产品,I,False,2021-03-31 05:00:41.416210+00:00
800,E,14000000,Paper Materials and,Paper Materials and Products,I,False,2021-03-31 05:00:41.416210+00:00
800,P,14000000,Mats. Papel e,Materiais e produtos de papel,I,False,2021-03-31 05:00:41.416210+00:00
800,S,14000000,Material de papel y,Materiales y productos en papel,I,False,2021-03-31 05:00:41.416210+00:00
800,F,14000000,Papier et articles,Papier des articles et des produits,I,False,2021-03-31 05:00:41.416210+00:00
800,F,15000000,Carburants supplémen,Carb. et Additif carb. et Lubrifiant et Anticorrosion M,I,False,2021-03-31 05:00:41.416210+00:00
800,S,15000000,Combustibles y adit.,"Combus., aditivos para combus., lubricantes y anticorros. M",I,False,2021-03-31 05:00:41.416210+00:00
800,P,15000000,"Combust., aditivos","Materiais combustíveis, aditivos, lubrif. e anticorrosivos",I,False,2021-03-31 05:00:41.416210+00:00
800,E,15000000,Fuels and Fuel Addit,Fuels and Fuel Additives and Lubricants and Anti corrosive M,I,False,2021-03-31 05:00:41.416210+00:00
800,1,15000000,燃料与燃料添加剂,汽油添加剂燃油和润滑剂和反腐蚀性物质和物料,I,False,2021-03-31 05:00:41.416210+00:00
800,1,20000000,采矿与钻井,采矿机械和配件、钻井,I,False,2021-03-31 05:00:41.416210+00:00
800,E,20000000,Mining and Well Dril,Mining and Well Drilling Machinery and Accessories,I,False,2021-03-31 05:00:41.416210+00:00
800,S,20000000,Minería y pozos,Maquinaria y accesorios de minería y perforación de pozos,I,False,2021-03-31 05:00:41.416210+00:00
